data_as_of,death_year,death_month,jurisdiction_occurrence,drug_involved,time_period,month_ending_date,drug_overdose_deaths,footnote
01/05/2025,2022,4,Region 4,Heroin,12 month-ending,04/30/2022,"1,153",
01/05/2025,2022,5,Region 4,Heroin,12 month-ending,05/31/2022,"1,071",
01/05/2025,2022,6,Region 4,Heroin,12 month-ending,06/30/2022,"1,019",
01/05/2025,2022,7,Region 4,Heroin,12 month-ending,07/31/2022,952,
01/05/2025,2022,8,Region 4,Heroin,12 month-ending,08/31/2022,912,
01/05/2025,2022,9,Region 4,Heroin,12 month-ending,09/30/2022,861,
01/05/2025,2022,10,Region 4,Heroin,12 month-ending,10/31/2022,796,
01/05/2025,2022,11,Region 4,Heroin,12 month-ending,11/30/2022,741,
01/05/2025,2022,12,Region 4,Heroin,12 month-ending,12/31/2022,707,
01/05/2025,2023,1,Region 4,Heroin,12 month-ending,01/31/2023,669,
01/05/2025,2023,2,Region 4,Heroin,12 month-ending,02/28/2023,632,
01/05/2025,2023,3,Region 4,Heroin,12 month-ending,03/31/2023,598,
01/05/2025,2023,4,Region 4,Heroin,12 month-ending,04/30/2023,562,
01/05/2025,2023,5,Region 4,Heroin,12 month-ending,05/31/2023,545,
01/05/2025,2023,6,Region 4,Heroin,12 month-ending,06/30/2023,524,
01/05/2025,2023,7,Region 4,Heroin,12 month-ending,07/31/2023,507,
01/05/2025,2023,8,Region 4,Heroin,12 month-ending,08/31/2023,474,
01/05/2025,2023,9,Region 4,Heroin,12 month-ending,09/30/2023,456,
01/05/2025,2023,10,Region 4,Heroin,12 month-ending,10/31/2023,436,
01/05/2025,2023,11,Region 4,Heroin,12 month-ending,11/30/2023,420,
01/05/2025,2023,12,Region 4,Heroin,12 month-ending,12/31/2023,393,
01/05/2025,2024,1,Region 4,Heroin,12 month-ending,01/31/2024,369,
01/05/2025,2024,2,Region 4,Heroin,12 month-ending,02/29/2024,354,
01/05/2025,2024,3,Region 4,Heroin,12 month-ending,03/31/2024,335,
01/05/2025,2024,4,Region 4,Heroin,12 month-ending,04/30/2024,331,
01/05/2025,2024,5,Region 4,Heroin,12 month-ending,05/31/2024,311,
01/05/2025,2024,6,Region 4,Heroin,12 month-ending,06/30/2024,292,
01/05/2025,2019,1,Region 5,Heroin,12 month-ending,01/31/2019,"3,269",
01/05/2025,2019,2,Region 5,Heroin,12 month-ending,02/28/2019,"3,213",
01/05/2025,2019,3,Region 5,Heroin,12 month-ending,03/31/2019,"3,162",
01/05/2025,2019,4,Region 5,Heroin,12 month-ending,04/30/2019,"3,151",
01/05/2025,2019,5,Region 5,Heroin,12 month-ending,05/31/2019,"3,140",
01/05/2025,2019,6,Region 5,Heroin,12 month-ending,06/30/2019,"3,099",
01/05/2025,2019,7,Region 5,Heroin,12 month-ending,07/31/2019,"3,027",
01/05/2025,2019,8,Region 5,Heroin,12 month-ending,08/31/2019,"2,984",
01/05/2025,2019,9,Region 5,Heroin,12 month-ending,09/30/2019,"2,938",
01/05/2025,2019,10,Region 5,Heroin,12 month-ending,10/31/2019,"2,856",
01/05/2025,2019,11,Region 5,Heroin,12 month-ending,11/30/2019,"2,870",
01/05/2025,2019,12,Region 5,Heroin,12 month-ending,12/31/2019,"2,831",
01/05/2025,2020,1,Region 5,Heroin,12 month-ending,01/31/2020,"2,778",
01/05/2025,2020,2,Region 5,Heroin,12 month-ending,02/29/2020,"2,778",
01/05/2025,2020,3,Region 5,Heroin,12 month-ending,03/31/2020,"2,744",
01/05/2025,2020,4,Region 5,Heroin,12 month-ending,04/30/2020,"2,770",
01/05/2025,2020,5,Region 5,Heroin,12 month-ending,05/31/2020,"2,838",
01/05/2025,2020,6,Region 5,Heroin,12 month-ending,06/30/2020,"2,863",
01/05/2025,2020,7,Region 5,Heroin,12 month-ending,07/31/2020,"2,839",
01/05/2025,2020,8,Region 5,Heroin,12 month-ending,08/31/2020,"2,778",
01/05/2025,2020,9,Region 5,Heroin,12 month-ending,09/30/2020,"2,698",
01/05/2025,2020,10,Region 5,Heroin,12 month-ending,10/31/2020,"2,621",
01/05/2025,2020,11,Region 5,Heroin,12 month-ending,11/30/2020,"2,543",
01/05/2025,2020,12,Region 5,Heroin,12 month-ending,12/31/2020,"2,482",
01/05/2025,2021,1,Region 5,Heroin,12 month-ending,01/31/2021,"2,394",
01/05/2025,2021,2,Region 5,Heroin,12 month-ending,02/28/2021,"2,291",
01/05/2025,2021,3,Region 5,Heroin,12 month-ending,03/31/2021,"2,257",
01/05/2025,2021,4,Region 5,Heroin,12 month-ending,04/30/2021,"2,149",
01/05/2025,2021,5,Region 5,Heroin,12 month-ending,05/31/2021,"1,948",
01/05/2025,2021,6,Region 5,Heroin,12 month-ending,06/30/2021,"1,837",
01/05/2025,2021,7,Region 5,Heroin,12 month-ending,07/31/2021,"1,799",
01/05/2025,2021,8,Region 5,Heroin,12 month-ending,08/31/2021,"1,767",
01/05/2025,2021,9,Region 5,Heroin,12 month-ending,09/30/2021,"1,721",
01/05/2025,2021,10,Region 5,Heroin,12 month-ending,10/31/2021,"1,688",
01/05/2025,2021,11,Region 5,Heroin,12 month-ending,11/30/2021,"1,616",
01/05/2025,2021,12,Region 5,Heroin,12 month-ending,12/31/2021,"1,547",
01/05/2025,2022,1,Region 5,Heroin,12 month-ending,01/31/2022,"1,554",
01/05/2025,2022,2,Region 5,Heroin,12 month-ending,02/28/2022,"1,524",
01/05/2025,2022,3,Region 5,Heroin,12 month-ending,03/31/2022,"1,435",
01/05/2025,2022,4,Region 5,Heroin,12 month-ending,04/30/2022,"1,393",
01/05/2025,2022,5,Region 5,Heroin,12 month-ending,05/31/2022,"1,345",
01/05/2025,2022,6,Region 5,Heroin,12 month-ending,06/30/2022,"1,306",
01/05/2025,2022,7,Region 5,Heroin,12 month-ending,07/31/2022,"1,221",
01/05/2025,2022,8,Region 5,Heroin,12 month-ending,08/31/2022,"1,142",
01/05/2025,2022,9,Region 5,Heroin,12 month-ending,09/30/2022,"1,122",
01/05/2025,2022,10,Region 5,Heroin,12 month-ending,10/31/2022,"1,088",
01/05/2025,2022,11,Region 5,Heroin,12 month-ending,11/30/2022,"1,074",
01/05/2025,2022,12,Region 5,Heroin,12 month-ending,12/31/2022,"1,056",
01/05/2025,2023,1,Region 5,Heroin,12 month-ending,01/31/2023,983,
01/05/2025,2023,2,Region 5,Heroin,12 month-ending,02/28/2023,977,
01/05/2025,2023,3,Region 5,Heroin,12 month-ending,03/31/2023,959,
01/05/2025,2023,4,Region 5,Heroin,12 month-ending,04/30/2023,930,
01/05/2025,2023,5,Region 5,Heroin,12 month-ending,05/31/2023,922,
01/05/2025,2023,6,Region 5,Heroin,12 month-ending,06/30/2023,927,
01/05/2025,2023,7,Region 5,Heroin,12 month-ending,07/31/2023,905,
01/05/2025,2023,8,Region 5,Heroin,12 month-ending,08/31/2023,900,
01/05/2025,2023,9,Region 5,Heroin,12 month-ending,09/30/2023,891,
01/05/2025,2023,10,Region 5,Heroin,12 month-ending,10/31/2023,877,
01/05/2025,2023,11,Region 5,Heroin,12 month-ending,11/30/2023,858,
01/05/2025,2023,12,Region 5,Heroin,12 month-ending,12/31/2023,839,
01/05/2025,2024,1,Region 5,Heroin,12 month-ending,01/31/2024,827,
01/05/2025,2024,2,Region 5,Heroin,12 month-ending,02/29/2024,811,
01/05/2025,2024,3,Region 5,Heroin,12 month-ending,03/31/2024,788,
01/05/2025,2024,4,Region 5,Heroin,12 month-ending,04/30/2024,780,
01/05/2025,2024,5,Region 5,Heroin,12 month-ending,05/31/2024,756,
01/05/2025,2024,6,Region 5,Heroin,12 month-ending,06/30/2024,711,
01/05/2025,2019,1,Region 6,Heroin,12 month-ending,01/31/2019,"1,088",
01/05/2025,2019,2,Region 6,Heroin,12 month-ending,02/28/2019,"1,090",
01/05/2025,2019,3,Region 6,Heroin,12 month-ending,03/31/2019,"1,110",
01/05/2025,2019,4,Region 6,Heroin,12 month-ending,04/30/2019,"1,125",
01/05/2025,2019,5,Region 6,Heroin,12 month-ending,05/31/2019,"1,147",
01/05/2025,2019,6,Region 6,Heroin,12 month-ending,06/30/2019,"1,149",
01/05/2025,2019,7,Region 6,Heroin,12 month-ending,07/31/2019,"1,168",
01/05/2025,2019,8,Region 6,Heroin,12 month-ending,08/31/2019,"1,174",
01/05/2025,2019,9,Region 6,Heroin,12 month-ending,09/30/2019,"1,172",
01/05/2025,2019,10,Region 6,Heroin,12 month-ending,10/31/2019,"1,206",
01/05/2025,2019,11,Region 6,Heroin,12 month-ending,11/30/2019,"1,236",
01/05/2025,2019,12,Region 6,Heroin,12 month-ending,12/31/2019,"1,256",
01/05/2025,2020,1,Region 6,Heroin,12 month-ending,01/31/2020,"1,289",
01/05/2025,2020,2,Region 6,Heroin,12 month-ending,02/29/2020,"1,312",
01/05/2025,2020,3,Region 6,Heroin,12 month-ending,03/31/2020,"1,319",
01/05/2025,2020,4,Region 6,Heroin,12 month-ending,04/30/2020,"1,340",
01/05/2025,2020,5,Region 6,Heroin,12 month-ending,05/31/2020,"1,357",
01/05/2025,2020,6,Region 6,Heroin,12 month-ending,06/30/2020,"1,381",
01/05/2025,2020,7,Region 6,Heroin,12 month-ending,07/31/2020,"1,403",
01/05/2025,2020,8,Region 6,Heroin,12 month-ending,08/31/2020,"1,410",
01/05/2025,2020,9,Region 6,Heroin,12 month-ending,09/30/2020,"1,415",
01/05/2025,2020,10,Region 6,Heroin,12 month-ending,10/31/2020,"1,389",
01/05/2025,2020,11,Region 6,Heroin,12 month-ending,11/30/2020,"1,366",
01/05/2025,2020,12,Region 6,Heroin,12 month-ending,12/31/2020,"1,365",
01/05/2025,2021,1,Region 6,Heroin,12 month-ending,01/31/2021,"1,333",
01/05/2025,2021,2,Region 6,Heroin,12 month-ending,02/28/2021,"1,323",
01/05/2025,2021,3,Region 6,Heroin,12 month-ending,03/31/2021,"1,341",
01/05/2025,2021,4,Region 6,Heroin,12 month-ending,04/30/2021,"1,326",
01/05/2025,2021,5,Region 6,Heroin,12 month-ending,05/31/2021,"1,303",
01/05/2025,2021,6,Region 6,Heroin,12 month-ending,06/30/2021,"1,262",
01/05/2025,2021,7,Region 6,Heroin,12 month-ending,07/31/2021,"1,234",
01/05/2025,2021,8,Region 6,Heroin,12 month-ending,08/31/2021,"1,226",
01/05/2025,2021,9,Region 6,Heroin,12 month-ending,09/30/2021,"1,209",
01/05/2025,2021,10,Region 6,Heroin,12 month-ending,10/31/2021,"1,189",
01/05/2025,2021,11,Region 6,Heroin,12 month-ending,11/30/2021,"1,167",
01/05/2025,2021,12,Region 6,Heroin,12 month-ending,12/31/2021,"1,137",
01/05/2025,2022,1,Region 6,Heroin,12 month-ending,01/31/2022,"1,104",
01/05/2025,2022,2,Region 6,Heroin,12 month-ending,02/28/2022,"1,074",
01/05/2025,2022,3,Region 6,Heroin,12 month-ending,03/31/2022,"1,013",
01/05/2025,2022,4,Region 6,Heroin,12 month-ending,04/30/2022,971,
01/05/2025,2022,5,Region 6,Heroin,12 month-ending,05/31/2022,931,
01/05/2025,2022,6,Region 6,Heroin,12 month-ending,06/30/2022,904,
01/05/2025,2022,7,Region 6,Heroin,12 month-ending,07/31/2022,866,
01/05/2025,2022,8,Region 6,Heroin,12 month-ending,08/31/2022,808,
01/05/2025,2022,9,Region 6,Heroin,12 month-ending,09/30/2022,773,
01/05/2025,2022,10,Region 6,Heroin,12 month-ending,10/31/2022,756,
01/05/2025,2022,11,Region 6,Heroin,12 month-ending,11/30/2022,735,
01/05/2025,2022,12,Region 6,Heroin,12 month-ending,12/31/2022,723,
01/05/2025,2023,1,Region 6,Heroin,12 month-ending,01/31/2023,718,
01/05/2025,2023,2,Region 6,Heroin,12 month-ending,02/28/2023,714,
01/05/2025,2023,3,Region 6,Heroin,12 month-ending,03/31/2023,698,
01/05/2025,2023,4,Region 6,Heroin,12 month-ending,04/30/2023,700,
01/05/2025,2023,5,Region 6,Heroin,12 month-ending,05/31/2023,673,
01/05/2025,2023,6,Region 6,Heroin,12 month-ending,06/30/2023,660,
01/05/2025,2023,7,Region 6,Heroin,12 month-ending,07/31/2023,630,
01/05/2025,2023,8,Region 6,Heroin,12 month-ending,08/31/2023,625,
01/05/2025,2023,9,Region 6,Heroin,12 month-ending,09/30/2023,617,
01/05/2025,2023,10,Region 6,Heroin,12 month-ending,10/31/2023,596,
01/05/2025,2023,11,Region 6,Heroin,12 month-ending,11/30/2023,572,
01/05/2025,2023,12,Region 6,Heroin,12 month-ending,12/31/2023,548,
01/05/2025,2024,1,Region 6,Heroin,12 month-ending,01/31/2024,542,
01/05/2025,2024,2,Region 6,Heroin,12 month-ending,02/29/2024,524,
01/05/2025,2024,3,Region 6,Heroin,12 month-ending,03/31/2024,500,
01/05/2025,2024,4,Region 6,Heroin,12 month-ending,04/30/2024,463,
01/05/2025,2024,5,Region 6,Heroin,12 month-ending,05/31/2024,457,
01/05/2025,2024,6,Region 6,Heroin,12 month-ending,06/30/2024,426,
01/05/2025,2019,1,Region 7,Heroin,12 month-ending,01/31/2019,425,
01/05/2025,2019,2,Region 7,Heroin,12 month-ending,02/28/2019,412,
01/05/2025,2019,3,Region 7,Heroin,12 month-ending,03/31/2019,396,
01/05/2025,2019,4,Region 7,Heroin,12 month-ending,04/30/2019,373,
01/05/2025,2019,5,Region 7,Heroin,12 month-ending,05/31/2019,369,
01/05/2025,2019,6,Region 7,Heroin,12 month-ending,06/30/2019,339,
01/05/2025,2019,7,Region 7,Heroin,12 month-ending,07/31/2019,331,
01/05/2025,2019,8,Region 7,Heroin,12 month-ending,08/31/2019,333,
01/05/2025,2019,9,Region 7,Heroin,12 month-ending,09/30/2019,333,
01/05/2025,2019,10,Region 7,Heroin,12 month-ending,10/31/2019,330,
01/05/2025,2019,11,Region 7,Heroin,12 month-ending,11/30/2019,332,
01/05/2025,2019,12,Region 7,Heroin,12 month-ending,12/31/2019,333,
01/05/2025,2020,1,Region 7,Heroin,12 month-ending,01/31/2020,315,
01/05/2025,2020,2,Region 7,Heroin,12 month-ending,02/29/2020,306,
01/05/2025,2020,3,Region 7,Heroin,12 month-ending,03/31/2020,301,
01/05/2025,2020,4,Region 7,Heroin,12 month-ending,04/30/2020,308,
01/05/2025,2020,5,Region 7,Heroin,12 month-ending,05/31/2020,310,
01/05/2025,2020,6,Region 7,Heroin,12 month-ending,06/30/2020,315,
01/05/2025,2020,7,Region 7,Heroin,12 month-ending,07/31/2020,314,
01/05/2025,2020,8,Region 7,Heroin,12 month-ending,08/31/2020,301,
01/05/2025,2020,9,Region 7,Heroin,12 month-ending,09/30/2020,286,
01/05/2025,2020,10,Region 7,Heroin,12 month-ending,10/31/2020,277,
01/05/2025,2020,11,Region 7,Heroin,12 month-ending,11/30/2020,265,
01/05/2025,2020,12,Region 7,Heroin,12 month-ending,12/31/2020,258,
01/05/2025,2021,1,Region 7,Heroin,12 month-ending,01/31/2021,263,
01/05/2025,2021,2,Region 7,Heroin,12 month-ending,02/28/2021,265,
01/05/2025,2021,3,Region 7,Heroin,12 month-ending,03/31/2021,259,
01/05/2025,2021,4,Region 7,Heroin,12 month-ending,04/30/2021,252,
01/05/2025,2021,5,Region 7,Heroin,12 month-ending,05/31/2021,247,
01/05/2025,2021,6,Region 7,Heroin,12 month-ending,06/30/2021,239,
01/05/2025,2021,7,Region 7,Heroin,12 month-ending,07/31/2021,228,
01/05/2025,2021,8,Region 7,Heroin,12 month-ending,08/31/2021,215,
01/05/2025,2021,9,Region 7,Heroin,12 month-ending,09/30/2021,201,
01/05/2025,2021,10,Region 7,Heroin,12 month-ending,10/31/2021,189,
01/05/2025,2021,11,Region 7,Heroin,12 month-ending,11/30/2021,186,
01/05/2025,2021,12,Region 7,Heroin,12 month-ending,12/31/2021,178,
01/05/2025,2022,1,Region 7,Heroin,12 month-ending,01/31/2022,166,
01/05/2025,2022,2,Region 7,Heroin,12 month-ending,02/28/2022,157,
01/05/2025,2022,3,Region 7,Heroin,12 month-ending,03/31/2022,151,
01/05/2025,2022,4,Region 7,Heroin,12 month-ending,04/30/2022,132,
01/05/2025,2022,5,Region 7,Heroin,12 month-ending,05/31/2022,114,
01/05/2025,2022,6,Region 7,Heroin,12 month-ending,06/30/2022,108,
01/05/2025,2022,7,Region 7,Heroin,12 month-ending,07/31/2022,104,
01/05/2025,2022,8,Region 7,Heroin,12 month-ending,08/31/2022,105,
01/05/2025,2022,9,Region 7,Heroin,12 month-ending,09/30/2022,107,
01/05/2025,2022,10,Region 7,Heroin,12 month-ending,10/31/2022,109,
01/05/2025,2022,11,Region 7,Heroin,12 month-ending,11/30/2022,105,
01/05/2025,2022,12,Region 7,Heroin,12 month-ending,12/31/2022,96,
01/05/2025,2023,1,Region 7,Heroin,12 month-ending,01/31/2023,89,
01/05/2025,2023,2,Region 7,Heroin,12 month-ending,02/28/2023,79,
01/05/2025,2023,3,Region 7,Heroin,12 month-ending,03/31/2023,75,
01/05/2025,2023,4,Region 7,Heroin,12 month-ending,04/30/2023,75,
01/05/2025,2023,5,Region 7,Heroin,12 month-ending,05/31/2023,72,
01/05/2025,2023,6,Region 7,Heroin,12 month-ending,06/30/2023,63,
01/05/2025,2023,7,Region 7,Heroin,12 month-ending,07/31/2023,60,
01/05/2025,2023,8,Region 7,Heroin,12 month-ending,08/31/2023,52,
01/05/2025,2023,9,Region 7,Heroin,12 month-ending,09/30/2023,45,
01/05/2025,2023,10,Region 7,Heroin,12 month-ending,10/31/2023,37,
01/05/2025,2023,11,Region 7,Heroin,12 month-ending,11/30/2023,38,
01/05/2025,2023,12,Region 7,Heroin,12 month-ending,12/31/2023,40,
01/05/2025,2024,1,Region 7,Heroin,12 month-ending,01/31/2024,42,
01/05/2025,2024,2,Region 7,Heroin,12 month-ending,02/29/2024,42,
01/05/2025,2024,3,Region 7,Heroin,12 month-ending,03/31/2024,37,
01/05/2025,2024,4,Region 7,Heroin,12 month-ending,04/30/2024,38,
01/05/2025,2024,5,Region 7,Heroin,12 month-ending,05/31/2024,36,
01/05/2025,2024,6,Region 7,Heroin,12 month-ending,06/30/2024,42,
01/05/2025,2019,1,Region 8,Heroin,12 month-ending,01/31/2019,449,
01/05/2025,2019,2,Region 8,Heroin,12 month-ending,02/28/2019,439,
01/05/2025,2019,3,Region 8,Heroin,12 month-ending,03/31/2019,426,
01/05/2025,2019,4,Region 8,Heroin,12 month-ending,04/30/2019,417,
01/05/2025,2019,5,Region 8,Heroin,12 month-ending,05/31/2019,408,
01/05/2025,2019,6,Region 8,Heroin,12 month-ending,06/30/2019,414,
01/05/2025,2019,7,Region 8,Heroin,12 month-ending,07/31/2019,420,
01/05/2025,2019,8,Region 8,Heroin,12 month-ending,08/31/2019,412,
01/05/2025,2019,9,Region 8,Heroin,12 month-ending,09/30/2019,405,
01/05/2025,2019,10,Region 8,Heroin,12 month-ending,10/31/2019,419,
01/05/2025,2019,11,Region 8,Heroin,12 month-ending,11/30/2019,419,
01/05/2025,2019,12,Region 8,Heroin,12 month-ending,12/31/2019,411,
01/05/2025,2020,1,Region 8,Heroin,12 month-ending,01/31/2020,406,
01/05/2025,2020,2,Region 8,Heroin,12 month-ending,02/29/2020,407,
01/05/2025,2020,3,Region 8,Heroin,12 month-ending,03/31/2020,416,
01/05/2025,2020,4,Region 8,Heroin,12 month-ending,04/30/2020,426,
01/05/2025,2020,5,Region 8,Heroin,12 month-ending,05/31/2020,440,
01/05/2025,2020,6,Region 8,Heroin,12 month-ending,06/30/2020,430,
01/05/2025,2020,7,Region 8,Heroin,12 month-ending,07/31/2020,433,
01/05/2025,2020,8,Region 8,Heroin,12 month-ending,08/31/2020,434,
01/05/2025,2020,9,Region 8,Heroin,12 month-ending,09/30/2020,439,
01/05/2025,2020,10,Region 8,Heroin,12 month-ending,10/31/2020,434,
01/05/2025,2020,11,Region 8,Heroin,12 month-ending,11/30/2020,439,
01/05/2025,2020,12,Region 8,Heroin,12 month-ending,12/31/2020,438,
01/05/2025,2021,1,Region 8,Heroin,12 month-ending,01/31/2021,442,
01/05/2025,2021,2,Region 8,Heroin,12 month-ending,02/28/2021,444,
01/05/2025,2021,3,Region 8,Heroin,12 month-ending,03/31/2021,438,
01/05/2025,2021,4,Region 8,Heroin,12 month-ending,04/30/2021,436,
01/05/2025,2021,5,Region 8,Heroin,12 month-ending,05/31/2021,426,
01/05/2025,2021,6,Region 8,Heroin,12 month-ending,06/30/2021,430,
01/05/2025,2021,7,Region 8,Heroin,12 month-ending,07/31/2021,416,
01/05/2025,2021,8,Region 8,Heroin,12 month-ending,08/31/2021,418,
01/05/2025,2021,9,Region 8,Heroin,12 month-ending,09/30/2021,418,
01/05/2025,2021,10,Region 8,Heroin,12 month-ending,10/31/2021,415,
01/05/2025,2021,11,Region 8,Heroin,12 month-ending,11/30/2021,403,
01/05/2025,2021,12,Region 8,Heroin,12 month-ending,12/31/2021,386,
01/05/2025,2022,1,Region 8,Heroin,12 month-ending,01/31/2022,365,
01/05/2025,2022,2,Region 8,Heroin,12 month-ending,02/28/2022,348,
01/05/2025,2022,3,Region 8,Heroin,12 month-ending,03/31/2022,337,
01/05/2025,2022,4,Region 8,Heroin,12 month-ending,04/30/2022,312,
01/05/2025,2022,5,Region 8,Heroin,12 month-ending,05/31/2022,298,
01/05/2025,2022,6,Region 8,Heroin,12 month-ending,06/30/2022,276,
01/05/2025,2022,7,Region 8,Heroin,12 month-ending,07/31/2022,261,
01/05/2025,2022,8,Region 8,Heroin,12 month-ending,08/31/2022,238,
01/05/2025,2022,9,Region 8,Heroin,12 month-ending,09/30/2022,214,
01/05/2025,2022,10,Region 8,Heroin,12 month-ending,10/31/2022,202,
01/05/2025,2022,11,Region 8,Heroin,12 month-ending,11/30/2022,203,
01/05/2025,2022,12,Region 8,Heroin,12 month-ending,12/31/2022,198,
01/05/2025,2023,1,Region 8,Heroin,12 month-ending,01/31/2023,194,
01/05/2025,2023,2,Region 8,Heroin,12 month-ending,02/28/2023,185,
01/05/2025,2023,3,Region 8,Heroin,12 month-ending,03/31/2023,170,
01/05/2025,2023,4,Region 8,Heroin,12 month-ending,04/30/2023,161,
01/05/2025,2023,5,Region 8,Heroin,12 month-ending,05/31/2023,149,
01/05/2025,2023,6,Region 8,Heroin,12 month-ending,06/30/2023,145,
01/05/2025,2023,7,Region 8,Heroin,12 month-ending,07/31/2023,138,
01/05/2025,2023,8,Region 8,Heroin,12 month-ending,08/31/2023,134,
01/05/2025,2023,9,Region 8,Heroin,12 month-ending,09/30/2023,132,
01/05/2025,2023,10,Region 8,Heroin,12 month-ending,10/31/2023,124,
01/05/2025,2023,11,Region 8,Heroin,12 month-ending,11/30/2023,113,
01/05/2025,2023,12,Region 8,Heroin,12 month-ending,12/31/2023,108,
01/05/2025,2024,1,Region 8,Heroin,12 month-ending,01/31/2024,99,
01/05/2025,2024,2,Region 8,Heroin,12 month-ending,02/29/2024,100,
01/05/2025,2024,3,Region 8,Heroin,12 month-ending,03/31/2024,106,
01/05/2025,2024,4,Region 8,Heroin,12 month-ending,04/30/2024,100,
01/05/2025,2024,5,Region 8,Heroin,12 month-ending,05/31/2024,92,
01/05/2025,2024,6,Region 8,Heroin,12 month-ending,06/30/2024,91,
01/05/2025,2019,1,Region 9,Heroin,12 month-ending,01/31/2019,"1,336",
01/05/2025,2019,2,Region 9,Heroin,12 month-ending,02/28/2019,"1,372",
01/05/2025,2019,3,Region 9,Heroin,12 month-ending,03/31/2019,"1,379",
01/05/2025,2019,4,Region 9,Heroin,12 month-ending,04/30/2019,"1,393",
01/05/2025,2019,5,Region 9,Heroin,12 month-ending,05/31/2019,"1,434",
01/05/2025,2019,6,Region 9,Heroin,12 month-ending,06/30/2019,"1,450",
01/05/2025,2019,7,Region 9,Heroin,12 month-ending,07/31/2019,"1,453",
01/05/2025,2019,8,Region 9,Heroin,12 month-ending,08/31/2019,"1,468",
01/05/2025,2019,9,Region 9,Heroin,12 month-ending,09/30/2019,"1,482",
01/05/2025,2019,10,Region 9,Heroin,12 month-ending,10/31/2019,"1,475",
01/05/2025,2019,11,Region 9,Heroin,12 month-ending,11/30/2019,"1,468",
01/05/2025,2019,12,Region 9,Heroin,12 month-ending,12/31/2019,"1,435",
01/05/2025,2020,1,Region 9,Heroin,12 month-ending,01/31/2020,"1,423",
01/05/2025,2020,2,Region 9,Heroin,12 month-ending,02/29/2020,"1,410",
01/05/2025,2020,3,Region 9,Heroin,12 month-ending,03/31/2020,"1,414",
01/05/2025,2020,4,Region 9,Heroin,12 month-ending,04/30/2020,"1,428",
01/05/2025,2020,5,Region 9,Heroin,12 month-ending,05/31/2020,"1,416",
01/05/2025,2020,6,Region 9,Heroin,12 month-ending,06/30/2020,"1,423",
01/05/2025,2020,7,Region 9,Heroin,12 month-ending,07/31/2020,"1,429",
01/05/2025,2020,8,Region 9,Heroin,12 month-ending,08/31/2020,"1,438",
01/05/2025,2020,9,Region 9,Heroin,12 month-ending,09/30/2020,"1,439",
01/05/2025,2020,10,Region 9,Heroin,12 month-ending,10/31/2020,"1,440",
01/05/2025,2020,11,Region 9,Heroin,12 month-ending,11/30/2020,"1,442",
01/05/2025,2020,12,Region 9,Heroin,12 month-ending,12/31/2020,"1,448",
01/05/2025,2021,1,Region 9,Heroin,12 month-ending,01/31/2021,"1,464",
01/05/2025,2021,2,Region 9,Heroin,12 month-ending,02/28/2021,"1,447",
01/05/2025,2021,3,Region 9,Heroin,12 month-ending,03/31/2021,"1,430",
01/05/2025,2021,4,Region 9,Heroin,12 month-ending,04/30/2021,"1,399",
